participant,trial,item,type,freq,length,word_length,response,rt
13.0,41.0,107.0,filler,,medium,8.0,NO,209.39
13.0,80.0,108.0,filler,,medium,9.0,NO,230.25
13.0,52.0,109.0,filler,,medium,10.0,NO,193.32
13.0,75.0,110.0,filler,,medium,10.0,NO,194.17
13.0,94.0,111.0,filler,,medium,6.0,NO,195.01
13.0,102.0,112.0,filler,,medium,10.0,NO,266.46000000000004
13.0,70.0,113.0,filler,,long,15.0,NO,200.71
13.0,34.0,114.0,filler,,long,12.0,NO,159.79000000000002
13.0,89.0,115.0,filler,,long,16.0,NO,170.82
13.0,92.0,116.0,filler,,long,13.0,YES,218.19
13.0,78.0,117.0,filler,,long,15.0,NO,228.83
13.0,66.0,118.0,filler,,long,12.0,NO,243.53
13.0,43.0,119.0,filler,,short,3.0,NO,222.05
13.0,93.0,120.0,filler,,short,3.0,NO,254.72
13.0,69.0,121.0,filler,,short,4.0,NO,112.65
13.0,61.0,122.0,filler,,short,3.0,NO,422.31
13.0,37.0,123.0,filler,,short,4.0,NO,189.45
13.0,108.0,124.0,filler,,short,3.0,YES,369.57
13.0,49.0,125.0,filler,,medium,7.0,NO,238.71
13.0,85.0,126.0,filler,,medium,6.0,NO,260.96000000000004
13.0,48.0,127.0,filler,,medium,8.0,NO,210.22
13.0,65.0,128.0,filler,,medium,6.0,NO,263.03999999999996
13.0,12.0,129.0,filler,,medium,9.0,NO,356.3
13.0,38.0,130.0,filler,,medium,9.0,NO,508.71000000000004
13.0,14.0,131.0,filler,,long,16.0,NO,288.74
13.0,96.0,132.0,filler,,long,16.0,NO,295.36
13.0,8.0,133.0,filler,,long,12.0,NO,245.49
13.0,32.0,134.0,filler,,long,16.0,NO,196.69
13.0,84.0,135.0,filler,,long,14.0,NO,301.82
13.0,97.0,136.0,filler,,long,14.0,NO,256.27
13.0,29.0,137.0,filler,,short,3.0,NO,190.12
13.0,3.0,138.0,filler,,short,3.0,NO,330.72
13.0,74.0,139.0,filler,,short,4.0,NO,372.47
13.0,1.0,140.0,filler,,short,4.0,NO,135.36
13.0,82.0,141.0,filler,,short,5.0,NO,268.98
13.0,64.0,142.0,filler,,short,3.0,NO,440.76
13.0,106.0,143.0,filler,,medium,8.0,NO,267.91999999999996
13.0,18.0,144.0,filler,,medium,9.0,NO,227.05
13.0,6.0,145.0,filler,,medium,9.0,NO,116.37
13.0,45.0,146.0,filler,,medium,10.0,NO,104.58
13.0,4.0,147.0,filler,,medium,10.0,NO,231.94
13.0,21.0,148.0,filler,,medium,9.0,NO,334.52
13.0,57.0,149.0,filler,,long,14.0,NO,310.44
13.0,54.0,150.0,filler,,long,16.0,NO,126.0
13.0,20.0,151.0,filler,,long,14.0,NO,262.40999999999997
13.0,73.0,152.0,filler,,long,15.0,NO,265.6
13.0,11.0,153.0,filler,,long,15.0,NO,126.82
13.0,35.0,154.0,filler,,long,14.0,NO,170.79
14.0,48.0,1.0,experimental,high,short,3.0,YES,85.35
14.0,57.0,2.0,experimental,high,short,4.0,YES,118.16
14.0,98.0,3.0,experimental,high,short,5.0,NO,172.71
14.0,35.0,4.0,experimental,high,short,3.0,YES,113.41
14.0,30.0,5.0,experimental,high,short,5.0,NO,180.12
14.0,10.0,6.0,experimental,high,short,4.0,YES,157.61
14.0,69.0,7.0,experimental,high,medium,10.0,YES,138.32999999999998
14.0,96.0,8.0,experimental,high,medium,9.0,YES,234.39
14.0,33.0,9.0,experimental,high,medium,8.0,YES,155.7
14.0,64.0,10.0,experimental,high,medium,10.0,YES,169.33
14.0,28.0,11.0,experimental,high,medium,6.0,YES,226.76
14.0,83.0,12.0,experimental,high,medium,6.0,YES,280.28
14.0,74.0,13.0,experimental,high,long,15.0,YES,225.69
14.0,92.0,14.0,experimental,high,long,13.0,YES,251.08
14.0,89.0,15.0,experimental,high,long,16.0,YES,163.2
14.0,39.0,16.0,experimental,high,long,13.0,YES,179.6
14.0,79.0,17.0,experimental,high,long,12.0,YES,205.85
14.0,97.0,18.0,experimental,high,long,12.0,YES,279.41999999999996
14.0,82.0,19.0,experimental,medium,short,3.0,YES,212.2
14.0,78.0,20.0,experimental,medium,short,2.0,YES,198.65
14.0,1.0,21.0,experimental,medium,short,4.0,YES,128.82
14.0,22.0,22.0,experimental,medium,short,5.0,YES,290.55
14.0,49.0,23.0,experimental,medium,short,4.0,YES,230.25
14.0,53.0,24.0,experimental,medium,short,4.0,YES,276.81
14.0,105.0,25.0,experimental,medium,medium,6.0,YES,282.0
14.0,94.0,26.0,experimental,medium,medium,9.0,YES,168.86
14.0,29.0,27.0,experimental,medium,medium,7.0,NO,244.79
14.0,21.0,28.0,experimental,medium,medium,6.0,YES,180.87
14.0,103.0,29.0,experimental,medium,medium,8.0,YES,276.77
14.0,16.0,30.0,experimental,medium,medium,10.0,YES,213.83
14.0,25.0,31.0,experimental,medium,long,16.0,YES,154.01
14.0,107.0,32.0,experimental,medium,long,14.0,YES,215.27
14.0,75.0,33.0,experimental,medium,long,14.0,YES,315.38
14.0,18.0,34.0,experimental,medium,long,15.0,YES,286.69
14.0,90.0,35.0,experimental,medium,long,13.0,YES,306.82
14.0,34.0,36.0,experimental,medium,long,12.0,YES,255.42
14.0,17.0,37.0,experimental,low,short,4.0,YES,200.19
14.0,3.0,38.0,experimental,low,short,5.0,YES,140.17000000000002
14.0,62.0,39.0,experimental,low,short,2.0,YES,296.06
14.0,46.0,40.0,experimental,low,short,4.0,YES,148.04000000000002
14.0,36.0,41.0,experimental,low,short,4.0,YES,285.03
14.0,77.0,42.0,experimental,low,short,3.0,YES,293.61
14.0,52.0,43.0,experimental,low,medium,10.0,YES,321.34
14.0,27.0,44.0,experimental,low,medium,7.0,YES,142.48000000000002
14.0,51.0,45.0,experimental,low,medium,9.0,YES,271.87
14.0,72.0,46.0,experimental,low,medium,10.0,YES,515.0799999999999
14.0,19.0,47.0,experimental,low,medium,9.0,YES,344.48
14.0,67.0,48.0,experimental,low,medium,7.0,YES,310.78
14.0,11.0,49.0,experimental,low,long,15.0,YES,376.17
14.0,70.0,50.0,experimental,low,long,15.0,YES,101.35
14.0,43.0,51.0,experimental,low,long,12.0,YES,170.88
14.0,9.0,52.0,experimental,low,long,16.0,YES,172.43
14.0,68.0,53.0,experimental,low,long,14.0,YES,397.53
14.0,15.0,54.0,experimental,low,long,13.0,YES,196.65
14.0,40.0,101.0,filler,,short,4.0,YES,161.48000000000002
14.0,38.0,102.0,filler,,short,4.0,NO,170.65
14.0,13.0,103.0,filler,,short,4.0,NO,123.09
14.0,42.0,104.0,filler,,short,3.0,NO,160.53
14.0,108.0,105.0,filler,,short,3.0,NO,193.94
14.0,54.0,106.0,filler,,short,5.0,NO,219.04
14.0,6.0,107.0,filler,,medium,6.0,NO,172.07
14.0,66.0,108.0,filler,,medium,10.0,NO,236.96
14.0,104.0,109.0,filler,,medium,8.0,NO,226.11
14.0,14.0,110.0,filler,,medium,7.0,NO,243.34
14.0,41.0,111.0,filler,,medium,6.0,NO,244.42
14.0,86.0,112.0,filler,,medium,8.0,NO,281.23
14.0,102.0,113.0,filler,,long,12.0,NO,189.94
14.0,61.0,114.0,filler,,long,12.0,NO,170.69
14.0,73.0,115.0,filler,,long,15.0,NO,220.18
14.0,91.0,116.0,filler,,long,11.0,NO,210.71
14.0,44.0,117.0,filler,,long,16.0,NO,222.3
14.0,55.0,118.0,filler,,long,15.0,NO,280.43
14.0,23.0,119.0,filler,,short,3.0,NO,173.07
14.0,76.0,120.0,filler,,short,3.0,NO,278.48
14.0,81.0,121.0,filler,,short,3.0,NO,112.56
14.0,37.0,122.0,filler,,short,3.0,NO,196.64
14.0,59.0,123.0,filler,,short,3.0,NO,294.09000000000003
14.0,100.0,124.0,filler,,short,4.0,NO,329.77
14.0,2.0,125.0,filler,,medium,10.0,NO,186.22
14.0,93.0,126.0,filler,,medium,8.0,NO,228.46
14.0,95.0,127.0,filler,,medium,8.0,NO,216.81
14.0,4.0,128.0,filler,,medium,7.0,NO,194.49
14.0,63.0,129.0,filler,,medium,7.0,NO,487.06
14.0,71.0,130.0,filler,,medium,8.0,NO,368.79
14.0,47.0,131.0,filler,,long,16.0,NO,184.66
14.0,5.0,132.0,filler,,long,12.0,NO,332.27
14.0,84.0,133.0,filler,,long,15.0,NO,277.68
14.0,88.0,134.0,filler,,long,15.0,NO,433.09
14.0,50.0,135.0,filler,,long,13.0,NO,309.64
14.0,106.0,136.0,filler,,long,16.0,NO,247.86
14.0,85.0,137.0,filler,,short,3.0,YES,139.68
14.0,87.0,138.0,filler,,short,4.0,NO,590.3399999999999
14.0,26.0,139.0,filler,,short,2.0,NO,478.8299999999999
14.0,99.0,140.0,filler,,short,4.0,NO,300.97
14.0,8.0,141.0,filler,,short,5.0,NO,329.52
14.0,24.0,142.0,filler,,short,3.0,NO,270.83000000000004
14.0,58.0,143.0,filler,,medium,9.0,NO,271.12
14.0,65.0,144.0,filler,,medium,8.0,NO,276.19
14.0,45.0,145.0,filler,,medium,6.0,NO,119.96
14.0,32.0,146.0,filler,,medium,10.0,NO,292.39
14.0,56.0,147.0,filler,,medium,9.0,NO,162.07999999999998
14.0,60.0,148.0,filler,,medium,9.0,NO,181.41
14.0,12.0,149.0,filler,,long,14.0,NO,607.24
14.0,80.0,150.0,filler,,long,12.0,NO,201.85
14.0,20.0,151.0,filler,,long,11.0,NO,184.0
14.0,7.0,152.0,filler,,long,13.0,NO,193.43
14.0,31.0,153.0,filler,,long,14.0,YES,742.21
14.0,101.0,154.0,filler,,long,13.0,NO,354.3
15.0,5.0,1.0,experimental,high,short,3.0,YES,117.02
15.0,74.0,2.0,experimental,high,short,4.0,YES,153.89
15.0,34.0,3.0,experimental,high,short,2.0,YES,120.56
15.0,79.0,4.0,experimental,high,short,3.0,YES,113.74
15.0,61.0,5.0,experimental,high,short,3.0,YES,173.83
15.0,37.0,6.0,experimental,high,short,2.0,YES,198.47
15.0,94.0,7.0,experimental,high,medium,9.0,YES,162.82999999999998
15.0,50.0,8.0,experimental,high,medium,9.0,YES,143.82
15.0,31.0,9.0,experimental,high,medium,8.0,YES,160.39
15.0,60.0,10.0,experimental,high,medium,7.0,YES,183.06
15.0,12.0,11.0,experimental,high,medium,8.0,YES,184.55
15.0,15.0,12.0,experimental,high,medium,7.0,YES,228.41
15.0,91.0,13.0,experimental,high,long,15.0,YES,226.27
15.0,73.0,14.0,experimental,high,long,12.0,YES,206.16
15.0,35.0,15.0,experimental,high,long,14.0,YES,194.73
15.0,27.0,16.0,experimental,high,long,14.0,YES,159.24
15.0,19.0,17.0,experimental,high,long,15.0,YES,193.49
15.0,86.0,18.0,experimental,high,long,11.0,YES,294.4
15.0,18.0,19.0,experimental,medium,short,5.0,NO,80.15
15.0,75.0,20.0,experimental,medium,short,4.0,YES,151.94
15.0,105.0,21.0,experimental,medium,short,4.0,YES,239.21
15.0,20.0,22.0,experimental,medium,short,4.0,YES,130.3
15.0,62.0,23.0,experimental,medium,short,4.0,YES,241.94
15.0,16.0,24.0,experimental,medium,short,3.0,YES,242.17
15.0,71.0,25.0,experimental,medium,medium,7.0,YES,145.51999999999998
15.0,107.0,26.0,experimental,medium,medium,7.0,YES,166.67000000000002
15.0,21.0,27.0,experimental,medium,medium,6.0,YES,162.66
15.0,49.0,28.0,experimental,medium,medium,6.0,YES,166.66
15.0,26.0,29.0,experimental,medium,medium,9.0,YES,226.02
15.0,80.0,30.0,experimental,medium,medium,8.0,YES,310.2
15.0,54.0,31.0,experimental,medium,long,15.0,YES,281.53
15.0,69.0,32.0,experimental,medium,long,15.0,YES,178.74
15.0,102.0,33.0,experimental,medium,long,12.0,YES,720.2
15.0,29.0,34.0,experimental,medium,long,14.0,YES,470.74
15.0,100.0,35.0,experimental,medium,long,15.0,NO,440.44
15.0,98.0,36.0,experimental,medium,long,15.0,YES,351.34
15.0,24.0,37.0,experimental,low,short,2.0,YES,102.64
15.0,84.0,38.0,experimental,low,short,5.0,YES,609.73
15.0,33.0,39.0,experimental,low,short,2.0,YES,258.0
15.0,36.0,40.0,experimental,low,short,4.0,YES,572.06
15.0,44.0,41.0,experimental,low,short,4.0,YES,122.56
15.0,70.0,42.0,experimental,low,short,2.0,YES,402.9
15.0,103.0,43.0,experimental,low,medium,8.0,YES,255.28
15.0,83.0,44.0,experimental,low,medium,7.0,YES,267.45
15.0,64.0,45.0,experimental,low,medium,9.0,YES,727.97
15.0,56.0,46.0,experimental,low,medium,6.0,YES,816.61
15.0,25.0,47.0,experimental,low,medium,10.0,YES,360.86
15.0,11.0,48.0,experimental,low,medium,10.0,YES,514.81
15.0,45.0,49.0,experimental,low,long,15.0,YES,353.56
15.0,68.0,50.0,experimental,low,long,12.0,YES,176.14
15.0,108.0,51.0,experimental,low,long,14.0,YES,256.45
15.0,58.0,52.0,experimental,low,long,15.0,YES,237.71
15.0,97.0,53.0,experimental,low,long,13.0,YES,785.22
15.0,32.0,54.0,experimental,low,long,16.0,YES,382.33
15.0,65.0,101.0,filler,,short,5.0,NO,149.8
15.0,6.0,102.0,filler,,short,3.0,NO,159.68
15.0,53.0,103.0,filler,,short,2.0,NO,171.39
15.0,41.0,104.0,filler,,short,4.0,NO,204.48
15.0,22.0,105.0,filler,,short,5.0,NO,165.8
15.0,89.0,106.0,filler,,short,3.0,NO,277.73
15.0,85.0,107.0,filler,,medium,9.0,NO,248.16
15.0,14.0,108.0,filler,,medium,7.0,NO,155.44
15.0,17.0,109.0,filler,,medium,6.0,NO,169.35
15.0,47.0,110.0,filler,,medium,8.0,NO,193.11
15.0,2.0,111.0,filler,,medium,9.0,NO,226.73
15.0,43.0,112.0,filler,,medium,8.0,NO,279.12
15.0,30.0,113.0,filler,,long,13.0,NO,170.69
15.0,57.0,114.0,filler,,long,16.0,NO,158.41
15.0,38.0,115.0,filler,,long,12.0,NO,250.75
15.0,63.0,116.0,filler,,long,12.0,NO,218.96
15.0,93.0,117.0,filler,,long,11.0,NO,213.38
15.0,39.0,118.0,filler,,long,13.0,NO,291.51
15.0,87.0,119.0,filler,,short,4.0,NO,277.53
15.0,8.0,120.0,filler,,short,4.0,NO,281.86
15.0,40.0,121.0,filler,,short,2.0,NO,186.02
15.0,51.0,122.0,filler,,short,4.0,NO,178.86
15.0,82.0,123.0,filler,,short,2.0,NO,186.5
15.0,28.0,124.0,filler,,short,3.0,NO,348.68
15.0,59.0,125.0,filler,,medium,8.0,NO,162.99
15.0,1.0,126.0,filler,,medium,7.0,NO,307.37
15.0,101.0,127.0,filler,,medium,8.0,NO,273.41999999999996
15.0,90.0,128.0,filler,,medium,7.0,NO,249.77
15.0,81.0,129.0,filler,,medium,8.0,NO,207.39
15.0,72.0,130.0,filler,,medium,6.0,NO,309.0
15.0,96.0,131.0,filler,,long,14.0,NO,305.1
15.0,10.0,132.0,filler,,long,13.0,NO,207.32
15.0,88.0,133.0,filler,,long,15.0,NO,215.65
15.0,106.0,134.0,filler,,long,13.0,NO,197.25
15.0,104.0,135.0,filler,,long,14.0,NO,464.31999999999994
15.0,9.0,136.0,filler,,long,14.0,NO,600.6600000000001
15.0,99.0,137.0,filler,,short,3.0,NO,369.03
15.0,52.0,138.0,filler,,short,5.0,NO,117.55
15.0,76.0,139.0,filler,,short,5.0,NO,139.1
15.0,4.0,140.0,filler,,short,4.0,NO,124.86
15.0,95.0,141.0,filler,,short,4.0,NO,155.67000000000002
15.0,46.0,142.0,filler,,short,4.0,NO,458.44000000000005
15.0,7.0,143.0,filler,,medium,7.0,NO,313.43
15.0,23.0,144.0,filler,,medium,9.0,NO,264.26
15.0,67.0,145.0,filler,,medium,8.0,NO,188.85
15.0,78.0,146.0,filler,,medium,7.0,NO,247.02
15.0,42.0,147.0,filler,,medium,8.0,NO,370.2
15.0,77.0,148.0,filler,,medium,7.0,NO,240.68
15.0,48.0,149.0,filler,,long,13.0,YES,121.83
15.0,13.0,150.0,filler,,long,11.0,NO,142.76999999999998
15.0,92.0,151.0,filler,,long,14.0,NO,115.88
15.0,3.0,152.0,filler,,long,11.0,NO,220.44
15.0,66.0,153.0,filler,,long,15.0,NO,281.85
15.0,55.0,154.0,filler,,long,15.0,NO,252.39
16.0,84.0,1.0,experimental,high,short,2.0,YES,89.18
16.0,47.0,2.0,experimental,high,short,3.0,YES,159.45999999999998
16.0,50.0,3.0,experimental,high,short,3.0,YES,135.65
16.0,70.0,4.0,experimental,high,short,2.0,YES,150.2
16.0,75.0,5.0,experimental,high,short,2.0,YES,216.03
16.0,72.0,6.0,experimental,high,short,5.0,YES,155.73000000000002
16.0,54.0,7.0,experimental,high,medium,7.0,YES,153.18
16.0,45.0,8.0,experimental,high,medium,9.0,YES,238.61
16.0,81.0,9.0,experimental,high,medium,9.0,YES,142.91
16.0,17.0,10.0,experimental,high,medium,6.0,YES,207.03
16.0,67.0,11.0,experimental,high,medium,8.0,YES,186.47
16.0,104.0,12.0,experimental,high,medium,8.0,YES,263.61
16.0,25.0,13.0,experimental,high,long,13.0,YES,167.25
16.0,79.0,14.0,experimental,high,long,15.0,NO,165.15
16.0,24.0,15.0,experimental,high,long,16.0,YES,186.19
16.0,102.0,16.0,experimental,high,long,13.0,YES,228.31
16.0,52.0,17.0,experimental,high,long,13.0,YES,222.21
16.0,21.0,18.0,experimental,high,long,13.0,YES,268.99
16.0,80.0,19.0,experimental,medium,short,3.0,YES,180.15
16.0,73.0,20.0,experimental,medium,short,4.0,YES,227.42
16.0,63.0,21.0,experimental,medium,short,2.0,YES,216.54
16.0,51.0,22.0,experimental,medium,short,3.0,YES,249.31
16.0,98.0,23.0,experimental,medium,short,2.0,YES,206.22
16.0,49.0,24.0,experimental,medium,short,5.0,YES,319.78
16.0,7.0,25.0,experimental,medium,medium,9.0,YES,232.34
16.0,108.0,26.0,experimental,medium,medium,8.0,YES,168.38
16.0,90.0,27.0,experimental,medium,medium,8.0,YES,292.49
16.0,16.0,28.0,experimental,medium,medium,7.0,YES,335.71
16.0,62.0,29.0,experimental,medium,medium,6.0,YES,237.61
16.0,32.0,30.0,experimental,medium,medium,10.0,YES,303.31
16.0,38.0,31.0,experimental,medium,long,13.0,YES,305.39
16.0,35.0,32.0,experimental,medium,long,15.0,YES,193.03
16.0,65.0,33.0,experimental,medium,long,11.0,YES,326.38
16.0,89.0,34.0,experimental,medium,long,11.0,YES,217.83
16.0,56.0,35.0,experimental,medium,long,12.0,YES,206.46
16.0,97.0,36.0,experimental,medium,long,14.0,YES,289.82
16.0,83.0,37.0,experimental,low,short,5.0,YES,141.07
16.0,23.0,38.0,experimental,low,short,2.0,YES,151.32999999999998
16.0,26.0,39.0,experimental,low,short,5.0,YES,249.7
16.0,12.0,40.0,experimental,low,short,3.0,YES,274.94
16.0,42.0,41.0,experimental,low,short,2.0,YES,695.87
16.0,13.0,42.0,experimental,low,short,4.0,YES,483.16
16.0,78.0,43.0,experimental,low,medium,9.0,YES,322.26
16.0,64.0,44.0,experimental,low,medium,7.0,YES,328.7
16.0,99.0,45.0,experimental,low,medium,7.0,YES,263.78
16.0,37.0,46.0,experimental,low,medium,9.0,YES,584.5
16.0,95.0,47.0,experimental,low,medium,9.0,YES,292.28
16.0,31.0,48.0,experimental,low,medium,7.0,YES,459.09
16.0,103.0,49.0,experimental,low,long,15.0,YES,93.03
16.0,105.0,50.0,experimental,low,long,13.0,YES,85.75
16.0,93.0,51.0,experimental,low,long,16.0,YES,142.01
16.0,57.0,52.0,experimental,low,long,13.0,YES,266.55
16.0,36.0,53.0,experimental,low,long,15.0,YES,174.46
16.0,96.0,54.0,experimental,low,long,14.0,YES,241.67
16.0,34.0,101.0,filler,,short,3.0,NO,160.09
16.0,1.0,102.0,filler,,short,3.0,NO,161.4
16.0,33.0,103.0,filler,,short,4.0,NO,140.65
16.0,3.0,104.0,filler,,short,4.0,NO,124.51
16.0,59.0,105.0,filler,,short,2.0,NO,246.73
16.0,69.0,106.0,filler,,short,4.0,NO,247.69
16.0,60.0,107.0,filler,,medium,7.0,NO,172.07
16.0,106.0,108.0,filler,,medium,9.0,NO,246.01
16.0,77.0,109.0,filler,,medium,9.0,NO,235.77
16.0,58.0,110.0,filler,,medium,7.0,NO,253.29
16.0,86.0,111.0,filler,,medium,10.0,NO,292.0
16.0,19.0,112.0,filler,,medium,9.0,NO,247.01
16.0,85.0,113.0,filler,,long,16.0,NO,174.57
16.0,41.0,114.0,filler,,long,11.0,NO,245.89
16.0,53.0,115.0,filler,,long,13.0,NO,227.32
16.0,29.0,116.0,filler,,long,11.0,NO,259.40999999999997
16.0,44.0,117.0,filler,,long,12.0,NO,257.41999999999996
16.0,74.0,118.0,filler,,long,14.0,NO,432.8
16.0,100.0,119.0,filler,,short,4.0,NO,124.21
16.0,61.0,120.0,filler,,short,5.0,NO,269.64
16.0,82.0,121.0,filler,,short,3.0,NO,143.65
16.0,2.0,122.0,filler,,short,3.0,NO,391.44
16.0,22.0,123.0,filler,,short,5.0,NO,212.79
16.0,18.0,124.0,filler,,short,3.0,NO,555.22
16.0,14.0,125.0,filler,,medium,7.0,NO,174.83
16.0,76.0,126.0,filler,,medium,8.0,NO,349.61
16.0,91.0,127.0,filler,,medium,7.0,NO,252.02
16.0,28.0,128.0,filler,,medium,8.0,NO,195.52
16.0,68.0,129.0,filler,,medium,8.0,NO,246.52
16.0,5.0,130.0,filler,,medium,8.0,NO,425.67
16.0,15.0,131.0,filler,,long,12.0,NO,162.74
16.0,55.0,132.0,filler,,long,14.0,NO,163.59
16.0,46.0,133.0,filler,,long,14.0,NO,356.59
16.0,4.0,134.0,filler,,long,13.0,NO,311.89
16.0,48.0,135.0,filler,,long,14.0,NO,267.15
16.0,87.0,136.0,filler,,long,13.0,NO,344.18
16.0,10.0,137.0,filler,,short,4.0,NO,266.4
16.0,27.0,138.0,filler,,short,3.0,NO,238.35
16.0,43.0,139.0,filler,,short,3.0,NO,256.41999999999996
16.0,66.0,140.0,filler,,short,5.0,NO,358.97
16.0,9.0,141.0,filler,,short,2.0,NO,233.01
16.0,92.0,142.0,filler,,short,4.0,NO,877.72
16.0,71.0,143.0,filler,,medium,6.0,NO,180.69
16.0,11.0,144.0,filler,,medium,8.0,NO,270.03999999999996
16.0,30.0,145.0,filler,,medium,8.0,NO,190.1
16.0,20.0,146.0,filler,,medium,6.0,NO,168.3
16.0,40.0,147.0,filler,,medium,9.0,NO,220.51
16.0,107.0,148.0,filler,,medium,6.0,NO,375.24
16.0,39.0,149.0,filler,,long,13.0,NO,313.02
16.0,94.0,150.0,filler,,long,11.0,NO,352.09
16.0,6.0,151.0,filler,,long,12.0,NO,291.22
16.0,88.0,152.0,filler,,long,16.0,NO,127.79
16.0,101.0,153.0,filler,,long,14.0,NO,301.08
16.0,8.0,154.0,filler,,long,12.0,NO,196.72
17.0,19.0,1.0,experimental,high,short,3.0,YES,107.53
17.0,3.0,2.0,experimental,high,short,3.0,YES,161.53
17.0,73.0,3.0,experimental,high,short,3.0,YES,104.93
17.0,52.0,4.0,experimental,high,short,4.0,YES,163.91
17.0,59.0,5.0,experimental,high,short,2.0,YES,202.66
17.0,9.0,6.0,experimental,high,short,2.0,YES,211.2
17.0,55.0,7.0,experimental,high,medium,9.0,YES,208.3
17.0,41.0,8.0,experimental,high,medium,8.0,NO,201.37
17.0,13.0,9.0,experimental,high,medium,10.0,YES,146.92000000000002
17.0,29.0,10.0,experimental,high,medium,7.0,YES,136.56
17.0,76.0,11.0,experimental,high,medium,9.0,YES,209.07
17.0,61.0,12.0,experimental,high,medium,7.0,YES,223.26
17.0,69.0,13.0,experimental,high,long,12.0,YES,215.42
17.0,33.0,14.0,experimental,high,long,15.0,YES,163.87
17.0,82.0,15.0,experimental,high,long,14.0,YES,170.26
17.0,17.0,16.0,experimental,high,long,12.0,YES,261.48
17.0,95.0,17.0,experimental,high,long,16.0,YES,204.97
17.0,60.0,18.0,experimental,high,long,11.0,YES,248.29
17.0,2.0,19.0,experimental,medium,short,3.0,YES,246.7
17.0,92.0,20.0,experimental,medium,short,3.0,YES,200.54
17.0,75.0,21.0,experimental,medium,short,4.0,YES,137.88
17.0,77.0,22.0,experimental,medium,short,4.0,YES,208.62
17.0,108.0,23.0,experimental,medium,short,5.0,YES,248.78
17.0,70.0,24.0,experimental,medium,short,3.0,YES,257.01
17.0,80.0,25.0,experimental,medium,medium,8.0,YES,187.73
17.0,39.0,26.0,experimental,medium,medium,6.0,YES,235.58
17.0,7.0,27.0,experimental,medium,medium,9.0,YES,193.24
17.0,91.0,28.0,experimental,medium,medium,7.0,YES,295.4
17.0,72.0,29.0,experimental,medium,medium,9.0,YES,295.86
17.0,37.0,30.0,experimental,medium,medium,9.0,YES,252.54
17.0,103.0,31.0,experimental,medium,long,15.0,YES,306.24
17.0,21.0,32.0,experimental,medium,long,15.0,YES,337.26
17.0,46.0,33.0,experimental,medium,long,15.0,YES,162.36
17.0,34.0,34.0,experimental,medium,long,14.0,YES,307.1
17.0,58.0,35.0,experimental,medium,long,12.0,YES,254.41
17.0,6.0,36.0,experimental,medium,long,14.0,YES,773.88
17.0,97.0,37.0,experimental,low,short,2.0,YES,113.62
17.0,31.0,38.0,experimental,low,short,2.0,YES,165.17000000000002
17.0,12.0,39.0,experimental,low,short,4.0,YES,101.09
17.0,47.0,40.0,experimental,low,short,3.0,YES,447.87
17.0,89.0,41.0,experimental,low,short,3.0,YES,385.94
17.0,8.0,42.0,experimental,low,short,5.0,YES,288.82
17.0,4.0,43.0,experimental,low,medium,7.0,YES,261.15
17.0,107.0,44.0,experimental,low,medium,8.0,YES,840.81
17.0,62.0,45.0,experimental,low,medium,8.0,YES,443.9
17.0,44.0,46.0,experimental,low,medium,7.0,YES,422.26
17.0,50.0,47.0,experimental,low,medium,10.0,YES,582.1800000000001
17.0,23.0,48.0,experimental,low,medium,9.0,YES,368.67
17.0,28.0,49.0,experimental,low,long,15.0,YES,218.08
17.0,45.0,50.0,experimental,low,long,13.0,YES,105.93
17.0,30.0,51.0,experimental,low,long,15.0,YES,162.62
17.0,32.0,52.0,experimental,low,long,12.0,YES,236.56
17.0,66.0,53.0,experimental,low,long,15.0,YES,132.24
17.0,20.0,54.0,experimental,low,long,12.0,YES,201.49
17.0,14.0,101.0,filler,,short,4.0,NO,137.9
17.0,68.0,102.0,filler,,short,3.0,NO,127.68
17.0,36.0,103.0,filler,,short,3.0,NO,178.12
17.0,63.0,104.0,filler,,short,4.0,NO,193.12
17.0,15.0,105.0,filler,,short,5.0,NO,199.08
17.0,104.0,106.0,filler,,short,4.0,NO,264.05
17.0,10.0,107.0,filler,,medium,7.0,NO,165.49
17.0,67.0,108.0,filler,,medium,9.0,NO,180.38
17.0,51.0,109.0,filler,,medium,7.0,NO,234.77
17.0,65.0,110.0,filler,,medium,9.0,NO,255.91
17.0,53.0,111.0,filler,,medium,7.0,NO,276.03
17.0,79.0,112.0,filler,,medium,7.0,NO,230.88
17.0,25.0,113.0,filler,,long,14.0,NO,236.05
17.0,74.0,114.0,filler,,long,14.0,NO,255.26
17.0,94.0,115.0,filler,,long,14.0,NO,241.32
17.0,93.0,116.0,filler,,long,12.0,NO,255.05
17.0,83.0,117.0,filler,,long,15.0,NO,244.24
17.0,99.0,118.0,filler,,long,13.0,NO,266.3
17.0,40.0,119.0,filler,,short,3.0,NO,172.86
17.0,71.0,120.0,filler,,short,2.0,NO,224.04
17.0,26.0,121.0,filler,,short,3.0,NO,292.94
17.0,98.0,122.0,filler,,short,5.0,NO,158.9
17.0,48.0,123.0,filler,,short,5.0,NO,596.45
17.0,84.0,124.0,filler,,short,4.0,NO,258.63
17.0,1.0,125.0,filler,,medium,8.0,NO,155.19
17.0,11.0,126.0,filler,,medium,7.0,NO,179.14
17.0,54.0,127.0,filler,,medium,8.0,NO,298.06
17.0,78.0,128.0,filler,,medium,7.0,NO,201.63
